WINDS,0.941747572815534,0.941747572815534,103
COMPOUND,0.978021978021978,0.978021978021978,91
MOPED,0.0,0.0,83
RECOUNT,0.6631578947368421,0.7263157894736842,95
APPROXIMATE,0.9642857142857143,0.9642857142857143,84
READING,0.8303571428571429,0.8303571428571429,112
ALTERNATE,0.9504950495049505,0.9504950495049505,101
MOUTH,1.0,1.0,107
ENTRANCE,1.0,1.0,97
EXPOSE,0.9418604651162791,0.9418604651162791,86
CONSUMMATE,0.4827586206896552,0.4827586206896552,87
INCREASE,0.9133858267716536,1.0,127
ADVOCATE,0.9148936170212766,0.9148936170212766,94
CONDUCT,0.9166666666666666,0.9166666666666666,96
INCLINE,0.96875,1.0,96
PRODUCE,0.937984496124031,0.937984496124031,129
CONGLOMERATE,0.9733333333333334,0.9733333333333334,75
LEARNED,0.9433962264150944,0.9433962264150944,106
ABSTRACT,0.9895833333333334,0.9895833333333334,96
POSTULATE,0.8076923076923077,0.8076923076923077,104
MATE,0.989247311827957,0.989247311827957,93
MODERATE,0.9340659340659341,0.9340659340659341,91
CONSTRUCT,0.9468085106382979,0.9468085106382979,94
ABUSE,0.9065420560747663,0.9065420560747663,107
WIND,0.9565217391304348,0.9565217391304348,115
PROGRESS,0.8969072164948454,0.8969072164948454,97
SUSPECT,0.3373493975903614,0.3373493975903614,83
SOW,0.59375,0.59375,96
LIVES,0.5714285714285714,0.5714285714285714,105
BLESSED,0.5454545454545454,0.5454545454545454,88
INVITE,0.8048780487804879,1.0,82
CONFLICT,0.9797979797979798,0.9797979797979798,99
SUBJECT,1.0,1.0,126
RECORD,0.925,0.925,120
MISUSE,0.945054945054945,0.945054945054945,91
CONTENT,0.9056603773584906,0.9056603773584906,106
IMPLANT,0.46153846153846156,0.6813186813186813,91
TRANSPLANT,0.43010752688172044,0.967741935483871,93
BOLOGNA,0.989010989010989,0.989010989010989,91
AUGUST,0.9930555555555556,0.9930555555555556,144
PERFUME,0.968421052631579,0.968421052631579,95
HOUSE,0.994413407821229,0.994413407821229,179
EXPORT,0.9191919191919192,0.9191919191919192,99
EXPLOIT,0.8658536585365854,0.8658536585365854,82
ELABORATE,0.9705882352941176,0.9705882352941176,102
DELIBERATE,0.967391304347826,0.967391304347826,92
EXTRACT,0.8631578947368421,0.8631578947368421,95
TEAR,0.6666666666666666,0.6666666666666666,84
PREDICATE,0.97,0.97,100
POLISH,0.970873786407767,0.970873786407767,103
REFUND,0.5,0.5340909090909091,88
CONVERSE,0.7528089887640449,0.7528089887640449,89
CONSORT,1.0,1.0,74
INSTRUMENT,1.0,1.0,93
ANIMATE,0.8571428571428571,0.8571428571428571,91
CONSOLE,0.05263157894736842,0.05263157894736842,76
COMPACT,1.0,1.0,92
DEVIATE,0.6547619047619048,0.6547619047619048,84
SAKE,0.20212765957446807,0.20212765957446807,94
CONTEST,0.9764705882352941,0.9764705882352941,85
BUFFET,0.9565217391304348,0.9565217391304348,92
REBEL,0.9239130434782609,0.9239130434782609,92
MOBILE,0.9545454545454546,0.9545454545454546,88
BOW,0.4563106796116505,0.4563106796116505,103
INVERT,0.8461538461538461,1.0,91
PRESENT,0.9259259259259259,0.9259259259259259,135
SUPPLEMENT,0.9775280898876404,0.9775280898876404,89
AGED,0.9595959595959596,0.9595959595959596,99
INCENSE,0.9895833333333334,1.0,96
PROJECT,0.983739837398374,0.983739837398374,123
INTIMATE,0.9789473684210527,0.9789473684210527,95
INSERT,0.8552631578947368,1.0,76
ORNAMENT,0.9787234042553191,0.9787234042553191,94
CONVICT,0.9583333333333334,0.9583333333333334,96
PRECIPITATE,0.8690476190476191,0.8690476190476191,84
AXES,0.5188679245283019,0.5188679245283019,106
LEAD,0.45390070921985815,0.45390070921985815,141
UPSET,1.0,1.0,91
NESTLE,0.7083333333333334,0.7083333333333334,72
READ,0.6068376068376068,0.6068376068376068,117
ATTRIBUTE,0.7171717171717171,0.7171717171717171,99
OVERTHROW,0.6551724137931034,1.0,87
ESCORT,0.8780487804878049,0.8780487804878049,82
REFUSE,0.8404255319148937,0.8404255319148937,94
INVALID,0.7526881720430108,0.7526881720430108,93
ABUSES,0.8191489361702128,0.8191489361702128,94
CONFINES,0.8247422680412371,0.8247422680412371,97
GRADUATE,0.9444444444444444,0.9444444444444444,90
PERVERT,0.75,0.75,88
LIVE,0.8584070796460177,0.8584070796460177,113
RETARD,0.8795180722891566,0.8795180722891566,83
INCREMENT,0.8586956521739131,0.8586956521739131,92
CONVERT,0.8681318681318682,0.8681318681318682,91
ANALYSES,0.7555555555555555,0.7555555555555555,90
DOCUMENT,0.8723404255319149,0.8723404255319149,94
DOVE,0.918918918918919,0.918918918918919,74
DISCOUNT,1.0,1.0,93
USES,0.9076923076923077,0.9076923076923077,130
CONSCRIPT,0.9662921348314607,0.9662921348314607,89
DEFECT,0.898876404494382,0.898876404494382,89
INTRIGUE,0.9368421052631579,1.0,95
COMPRESS,0.9418604651162791,0.9418604651162791,86
DISCHARGE,0.9494949494949495,1.0,99
CELTIC,0.6404494382022472,0.651685393258427,89
ISOLATE,0.8202247191011236,0.8202247191011236,89
COMBINE,0.9512195121951219,0.9512195121951219,82
OBJECT,0.1504424778761062,0.1504424778761062,113
AGGREGATE,0.8876404494382022,0.8876404494382022,89
ROW,0.0625,0.0625,96
ESTIMATE,0.6739130434782609,0.6739130434782609,92
APPROPRIATE,0.9803921568627451,0.9803921568627451,102
JOB,1.0,1.0,104
PERFECT,0.941747572815534,0.941747572815534,103
TRANSFORM,0.696969696969697,1.0,99
IMPACT,0.9714285714285714,1.0,105
DUPLICATE,0.26881720430107525,0.26881720430107525,93
DEGENERATE,0.9021739130434783,0.9021739130434783,92
CORRELATE,0.6091954022988506,0.6091954022988506,87
REJECT,0.9555555555555556,0.9555555555555556,90
DIFFUSE,0.8210526315789474,0.8210526315789474,95
SEPARATE,0.9801980198019802,0.9801980198019802,101
PASTY,0.26373626373626374,0.26373626373626374,91
ADDICT,0.978494623655914,0.978494623655914,93
BASS,0.23636363636363636,0.23636363636363636,110
ASSOCIATE,0.8762886597938144,0.8762886597938144,97
DELEGATE,1.0,1.0,93
RESUME,0.9333333333333333,0.9333333333333333,90
JESUS,0.979381443298969,0.979381443298969,97
CONTRAST,0.9907407407407407,0.9907407407407407,108
FRAGMENT,0.9666666666666667,0.9666666666666667,90
MINUTE,0.8703703703703703,0.8703703703703703,108
SUBORDINATE,0.6666666666666666,0.6666666666666666,84
CONTRACT,0.96875,0.96875,96
PERMIT,0.48,0.48,100
AFFECT,1.0,1.0,101
TRANSPORT,0.9423076923076923,1.0,104
ARTICULATE,0.5384615384615384,0.5384615384615384,91
CLOSE,0.8813559322033898,0.8813559322033898,118
