implement,100
addict,99
moderate,100
articulate,100
compress,98
extract,99
supplement,99
intimate,100
transplant,100
postulate,99
import,97
recount,100
diagnoses,100
abstract,100
rodeo,96
diffuse,100
perfect,101
increase,100
discount,100
jesus,100
conjugate,98
pasty,94
document,100
bow,100
record,100
suspect,98
desert,100
defect,100
insert,99
incline,99
confines,99
expatriate,98
decrease,96
incense,99
alternate,102
frequent,100
animate,95
progress,99
mouth,100
exploit,100
moped,95
deliberate,98
refund,100
produce,99
content,100
uses,100
mate,100
entrance,100
estimate,98
attribute,99
converse,98
upset,99
precipitate,94
use,101
laminate,100
ornament,100
resume,98
invite,100
present,99
protest,100
sake,98
wind,100
house,100
discard,100
duplicate,100
retard,94
expose,99
transform,99
minute,97
perfume,100
conglomerate,100
predicate,99
contrast,100
compact,98
rerelease,100
lives,100
abuses,100
advocate,100
export,99
impact,100
isolate,100
rebel,99
coordinate,96
pigment,100
conduct,100
bass,97
permit,99
winds,97
construct,98
celtic,100
approximate,97
polish,100
elaborate,100
wound,98
separate,101
dove,63
mobile,99
project,100
convict,98
invalid,98
ravel,100
object,99
overthrow,99
row,98
affect,100
buffet,98
discharge,100
transport,99
reject,95
console,99
nestle,86
refuse,100
read,124
graduate,100
august,98
fragment,98
contract,100
bologna,100
contest,99
conscript,98
interchange,97
axes,99
escort,99
conflict,100
convert,98
implant,99
initiate,99
delegate,100
insult,99
live,98
aggregate,98
subject,100
degenerate,96
appropriate,99
abuse,100
close,99
invert,97
reading,100
lead,115
tear,98
syndicate,99
consort,92
pervert,100
associate,100
deviate,96
intrigue,100
misuse,98
learned,100
increment,99
compound,82
combine,99
analyses,100
sow,95
job,99
correlate,98
consummate,100
subordinate,98
instrument,98
affiliate,99
excuse,98
blessed,96
aged,101
