implement,90
addict,89
moderate,90
articulate,90
compress,88
extract,90
supplement,89
intimate,90
transplant,90
postulate,90
import,88
recount,90
diagnoses,90
abstract,90
rodeo,86
diffuse,90
perfect,91
increase,90
discount,90
jesus,90
conjugate,90
pasty,85
document,90
bow,90
record,90
suspect,90
desert,90
defect,90
insert,90
incline,89
confines,89
expatriate,90
decrease,89
incense,90
alternate,92
frequent,90
animate,86
progress,89
mouth,90
exploit,90
moped,86
deliberate,89
refund,90
produce,90
content,90
uses,90
mate,90
entrance,90
estimate,89
attribute,90
converse,90
upset,89
precipitate,90
use,91
laminate,90
ornament,90
resume,88
invite,90
present,90
protest,90
sake,89
wind,90
house,90
discard,90
duplicate,90
retard,85
expose,89
transform,90
minute,87
perfume,90
conglomerate,90
predicate,90
contrast,90
compact,90
rerelease,90
lives,91
abuses,90
advocate,90
export,89
impact,90
isolate,90
rebel,90
coordinate,89
pigment,90
conduct,90
bass,87
permit,89
winds,87
construct,90
celtic,90
approximate,89
polish,90
elaborate,90
wound,89
separate,91
dove,58
mobile,89
project,90
convict,90
invalid,89
ravel,90
object,90
overthrow,90
row,88
affect,90
buffet,88
discharge,90
transport,89
reject,86
console,90
nestle,77
refuse,90
read,112
graduate,90
august,88
fragment,89
contract,90
bologna,90
contest,90
conscript,89
interchange,90
axes,90
escort,90
conflict,90
convert,90
implant,90
initiate,90
delegate,90
insult,90
live,88
aggregate,88
subject,90
degenerate,90
appropriate,90
abuse,90
close,89
invert,89
reading,90
lead,104
tear,89
syndicate,90
consort,90
pervert,90
associate,90
deviate,89
intrigue,90
misuse,88
learned,90
increment,89
compound,90
combine,89
analyses,90
sow,86
job,89
correlate,90
consummate,90
subordinate,90
instrument,90
affiliate,89
excuse,89
blessed,86
aged,91
