implement,100
addict,99
moderate,100
articulate,100
compress,98
extract,100
supplement,99
intimate,100
transplant,100
postulate,100
import,98
recount,100
diagnoses,100
abstract,100
rodeo,96
diffuse,100
perfect,101
increase,100
discount,100
jesus,100
conjugate,100
pasty,94
document,100
bow,100
record,100
suspect,100
desert,100
defect,100
insert,100
incline,99
confines,99
expatriate,100
decrease,99
incense,100
alternate,102
frequent,100
animate,95
progress,99
mouth,100
exploit,100
moped,95
deliberate,99
refund,100
produce,100
content,100
uses,100
mate,100
entrance,100
estimate,99
attribute,100
converse,100
upset,99
precipitate,100
use,101
laminate,100
ornament,100
resume,98
invite,100
present,100
protest,100
sake,99
wind,100
house,100
discard,100
duplicate,100
retard,94
expose,99
transform,100
minute,97
perfume,100
conglomerate,100
predicate,100
contrast,100
compact,100
rerelease,100
lives,101
abuses,100
advocate,100
export,99
impact,100
isolate,100
rebel,100
coordinate,99
pigment,100
conduct,100
bass,97
permit,99
winds,97
construct,100
celtic,100
approximate,99
polish,100
elaborate,100
wound,99
separate,101
dove,64
mobile,99
project,100
convict,100
invalid,99
ravel,100
object,100
overthrow,100
row,98
affect,100
buffet,98
discharge,100
transport,99
reject,96
console,100
nestle,86
refuse,100
read,125
graduate,100
august,98
fragment,99
contract,100
bologna,100
contest,100
conscript,99
interchange,100
axes,100
escort,100
conflict,100
convert,100
implant,100
initiate,100
delegate,100
insult,100
live,98
aggregate,98
subject,100
degenerate,100
appropriate,100
abuse,100
close,99
invert,99
reading,100
lead,115
tear,99
syndicate,100
consort,100
pervert,100
associate,100
deviate,99
intrigue,100
misuse,98
learned,100
increment,99
compound,100
combine,99
analyses,100
sow,96
job,99
correlate,100
consummate,100
subordinate,100
instrument,100
affiliate,99
excuse,99
blessed,96
aged,101
